word,frequency
get,0.011239782016348773
call,0.008886549417884568
dont,0.007957641813227645
got,0.0075551151845429775
know,0.0075551151845429775
like,0.007493188010899182
love,0.007214515729502106
time,0.007028734208570721
good,0.006904879861283131
day,0.006781025513995541
need,0.005387664107010156
go,0.005170918999256874
home,0.0049541738915035915
sorri,0.00473742878375031
think,0.004706465196928412
see,0.004706465196928412
still,0.004520683675997028
say,0.004272974981421848
tell,0.004272974981421848
send,0.004180084220956156
make,0.004149120634134258
later,0.004149120634134258
today,0.0041181570473123605
work,0.004056229873668566
back,0.003994302700024771
well,0.0039014119395590786
ask,0.0039014119395590786
hope,0.003684666831805796
cant,0.003653703244983899
happi,0.003653703244983899
meet,0.0036227396581620013
miss,0.003591776071340104
much,0.0034679217240525142
thing,0.003436958137230617
night,0.0034059945504087193
hey,0.0032821402031211295
give,0.0032511766162992323
great,0.0031273222690116425
way,0.003096358682189745
pl,0.00303443150854595
dear,0.0030034679217240527
wait,0.0029415407480802578
that,0.00291057716125836
feel,0.002848649987614565
right,0.002817686400792668
alreadi,0.002755759227148873
friend,0.002755759227148873
thank,0.0027247956403269754
let,0.002693832053505078
text,0.0026628684666831805
said,0.0026628684666831805
realli,0.0026319048798612832
yeah,0.0026319048798612832
pick,0.0026319048798612832
phone,0.0026009412930393856
even,0.0025699777062174883
leav,0.0025390141193955907
morn,0.0025080505325736934
wan,0.0025080505325736934
tomorrow,0.0024770869457517958
didnt,0.0024461233589298985
pleas,0.0024461233589298985
sure,0.0023841961852861036
co,0.002353232598464206
tri,0.0023222690116423087
anyth,0.002291305424820411
babe,0.002291305424820411
life,0.002291305424820411
sleep,0.002291305424820411
ive,0.002260341837998514
lol,0.002260341837998514
would,0.002229378251176616
ye,0.002198414664354719
smile,0.002198414664354719
buy,0.002198414664354719
keep,0.0021674510775328212
week,0.0021674510775328212
watch,0.002136487490710924
someth,0.002136487490710924
wish,0.002136487490710924
come,0.0021055239038890263
number,0.0021055239038890263
finish,0.002074560317067129
new,0.002074560317067129
last,0.0020435967302452314
year,0.002012633143423334
messag,0.0019197423829576418
msg,0.0018887787961357444
went,0.0018887787961357444
look,0.001857815209313847
place,0.001857815209313847
use,0.001857815209313847
around,0.0018268516224919495
gon,0.0018268516224919495
free,0.0018268516224919495
plan,0.001795888035670052
sent,0.001795888035670052
tonight,0.0017649244488481546
nice,0.0017649244488481546
late,0.0017649244488481546
soon,0.0017339608620262571
talk,0.0017339608620262571
first,0.0017339608620262571
alway,0.0017339608620262571
person,0.0017339608620262571
guy,0.0017339608620262571
mani,0.0017339608620262571
dun,0.0017029972752043597
start,0.0017029972752043597
could,0.0016410701015605648
money,0.0016410701015605648
gud,0.0016410701015605648
told,0.0016410701015605648
find,0.0016101065147386673
mean,0.0016101065147386673
wont,0.0015791429279167699
check,0.0015791429279167699
your,0.0015791429279167699
happen,0.0015481793410948724
thk,0.0015481793410948724
repli,0.0015481793410948724
want,0.001517215754272975
lot,0.001517215754272975
peopl,0.0014862521674510775
yet,0.0014862521674510775
haha,0.0014862521674510775
hello,0.00145528858062918
thought,0.00145528858062918
fuck,0.00145528858062918
reach,0.0014243249938072826
next,0.0014243249938072826
someon,0.0014243249938072826
hour,0.0014243249938072826
fine,0.0013933614069853851
lunch,0.0013933614069853851
eat,0.0013933614069853851
done,0.0013933614069853851
class,0.0013933614069853851
job,0.0013933614069853851
stop,0.0013933614069853851
havent,0.0013933614069853851
car,0.0013623978201634877
how,0.0013623978201634877
bit,0.0013623978201634877
minut,0.0013623978201634877
stuff,0.0013314342333415902
yup,0.0013314342333415902
never,0.0013314342333415902
mayb,0.0013004706465196928
long,0.0013004706465196928
heart,0.0013004706465196928
worri,0.0012695070596977953
better,0.0012695070596977953
problem,0.0012695070596977953
girl,0.0012385434728758979
cool,0.0012385434728758979
drive,0.0012385434728758979
everi,0.0012385434728758979
god,0.0012385434728758979
help,0.0012075798860540004
wonder,0.0012075798860540004
may,0.0012075798860540004
quit,0.0012075798860540004
mind,0.0012075798860540004
lar,0.001176616299232103
month,0.001176616299232103
pay,0.001176616299232103
room,0.001176616299232103
best,0.001176616299232103
hous,0.0011456527124102055
boy,0.0011456527124102055
bring,0.0011456527124102055
readi,0.001114689125588308
shop,0.001114689125588308
kiss,0.001114689125588308
dinner,0.0010837255387664106
sweet,0.0010837255387664106
anoth,0.0010837255387664106
guess,0.0010837255387664106
birthday,0.0010837255387664106
